规则序号,judgment_result,IFC实体组,
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216107 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216111 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216097 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIG1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217267 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217251 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217255 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217253 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217263 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGl"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217245 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIH2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217328 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHG"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217314 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHI"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217312 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHK"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217318 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217320 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHe"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217306 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHk"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217308 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKII3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217137 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKII5"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217143 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKII7"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217141 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217123 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217127 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217131 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217129 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217119 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJ0"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217202 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJ6"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217204 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJG"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217186 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217188 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJU"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217196 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJi"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217182 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJk"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217180 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217507 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217511 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217509 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217515 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217513 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217517 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKb"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217495 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKd"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217493 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKl"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217501 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILI"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217568 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILK"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217574 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILO"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217578 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILU"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217580 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILc"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217556 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILe"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217562 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIM3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217393 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217379 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217377 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217385 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217389 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMf"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217371 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217369 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217375 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMl"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217373 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINK"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217446 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINO"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217450 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINU"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217452 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINg"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217432 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217643 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQX"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217619 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQd"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217621 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217625 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217631 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQl"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217629 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJf2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216816 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJfF"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216829 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJi1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217011 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJi7"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217013 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216995 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216999 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217005 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJj4"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217078 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjA"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217080 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjO"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217066 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjS"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217070 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJk7"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216885 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJkQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216872 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJkh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216857 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJlI"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216928 (IfcColumn)""}]",
28,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJlZ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216913 (IfcColumn)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Z1"", ""type"": ""热轧H型钢:HW400x400x13x21:218244 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1ZT"", ""type"": ""热轧H型钢:HW400x400x13x21:218264 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1ZZ"", ""type"": ""热轧H型钢:HW400x400x13x21:218278 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Zx"", ""type"": ""热轧H型钢:HW400x400x13x21:218302 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1_Q"", ""type"": ""热轧H型钢:HW400x400x13x21:218079 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1aP"", ""type"": ""热轧H型钢:HW400x400x13x21:218460 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1aZ"", ""type"": ""热轧H型钢:HW400x400x13x21:218470 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1av"", ""type"": ""热轧H型钢:HW400x400x13x21:218492 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1bL"", ""type"": ""热轧H型钢:HW400x400x13x21:218384 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1bX"", ""type"": ""热轧H型钢:HW400x400x13x21:218404 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1bn"", ""type"": ""热轧H型钢:HW400x400x13x21:218420 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1cm"", ""type"": ""热轧H型钢:HW400x400x13x21:218613 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1eP"", ""type"": ""热轧H型钢:HW400x400x13x21:218716 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1en"", ""type"": ""热轧H型钢:HW400x400x13x21:218740 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1g0"", ""type"": ""热轧H型钢:HW400x400x13x21:218821 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1gK"", ""type"": ""热轧H型钢:HW400x400x13x21:218833 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1he"", ""type"": ""热轧H型钢:HW400x400x13x21:218797 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1hy"", ""type"": ""热轧H型钢:HW400x400x13x21:218809 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1in"", ""type"": ""热轧H型钢:HW400x400x13x21:218996 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1jW"", ""type"": ""热轧H型钢:HW400x400x13x21:218917 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1jj"", ""type"": ""热轧H型钢:HW400x400x13x21:218920 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1jz"", ""type"": ""热轧H型钢:HW400x400x13x21:218936 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1k0"", ""type"": ""热轧H型钢:HW400x400x13x21:219077 (IfcBeam)""}]",
