规则序号,规范实体文本,规范实体类型,ifc_guid,ifc_entity_with_type,对齐标注时间
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Wp,混凝土 - 矩形 - 柱:500 x 500mm 2:215755 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Wn,混凝土 - 矩形 - 柱:500 x 500mm 2:215753 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_W$,混凝土 - 矩形 - 柱:500 x 500mm 2:215751 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Wz,混凝土 - 矩形 - 柱:500 x 500mm 2:215749 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_X$,混凝土 - 矩形 - 柱:500 x 500mm 2:215687 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Xz,混凝土 - 矩形 - 柱:500 x 500mm 2:215685 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Xx,混凝土 - 矩形 - 柱:500 x 500mm 2:215683 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Xv,混凝土 - 矩形 - 柱:500 x 500mm 2:215681 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Y7,混凝土 - 矩形 - 柱:500 x 500mm 2:215679 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Y5,混凝土 - 矩形 - 柱:500 x 500mm 2:215677 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Y3,混凝土 - 矩形 - 柱:500 x 500mm 2:215675 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Y1,混凝土 - 矩形 - 柱:500 x 500mm 2:215673 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_YF,混凝土 - 矩形 - 柱:500 x 500mm 2:215671 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_YD,混凝土 - 矩形 - 柱:500 x 500mm 2:215669 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_YB,混凝土 - 矩形 - 柱:500 x 500mm 2:215667 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Y9,混凝土 - 矩形 - 柱:500 x 500mm 2:215665 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_YN,混凝土 - 矩形 - 柱:500 x 500mm 2:215663 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Z9,混凝土 - 矩形 - 柱:500 x 500mm 2:215601 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZN,混凝土 - 矩形 - 柱:500 x 500mm 2:215599 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZL,混凝土 - 矩形 - 柱:500 x 500mm 2:215597 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZJ,混凝土 - 矩形 - 柱:500 x 500mm 2:215595 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZH,混凝土 - 矩形 - 柱:500 x 500mm 2:215593 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZV,混凝土 - 矩形 - 柱:500 x 500mm 2:215591 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZT,混凝土 - 矩形 - 柱:500 x 500mm 2:215589 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZR,混凝土 - 矩形 - 柱:500 x 500mm 2:215587 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZP,混凝土 - 矩形 - 柱:500 x 500mm 2:215585 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Zd,混凝土 - 矩形 - 柱:500 x 500mm 2:215583 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Zb,混凝土 - 矩形 - 柱:500 x 500mm 2:215581 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZZ,混凝土 - 矩形 - 柱:500 x 500mm 2:215579 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ZX,混凝土 - 矩形 - 柱:500 x 500mm 2:215577 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_iZ,混凝土 - 矩形 - 柱:500 x 500mm 2:215515 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_iX,混凝土 - 矩形 - 柱:500 x 500mm 2:215513 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_il,混凝土 - 矩形 - 柱:500 x 500mm 2:215511 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ij,混凝土 - 矩形 - 柱:500 x 500mm 2:215509 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ih,混凝土 - 矩形 - 柱:500 x 500mm 2:215507 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_if,混凝土 - 矩形 - 柱:500 x 500mm 2:215505 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_it,混凝土 - 矩形 - 柱:500 x 500mm 2:215503 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ir,混凝土 - 矩形 - 柱:500 x 500mm 2:215501 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ip,混凝土 - 矩形 - 柱:500 x 500mm 2:215499 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_in,混凝土 - 矩形 - 柱:500 x 500mm 2:215497 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_i$,混凝土 - 矩形 - 柱:500 x 500mm 2:215495 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_iz,混凝土 - 矩形 - 柱:500 x 500mm 2:215493 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_ix,混凝土 - 矩形 - 柱:500 x 500mm 2:215491 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_k0,混凝土 - 矩形 - 柱:500 x 500mm 2:215416 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_kG,混凝土 - 矩形 - 柱:500 x 500mm 2:215400 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_kY,混凝土 - 矩形 - 柱:500 x 500mm 2:215386 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_kq,混凝土 - 矩形 - 柱:500 x 500mm 2:215372 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_l2,混凝土 - 矩形 - 柱:500 x 500mm 2:215354 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_lI,混凝土 - 矩形 - 柱:500 x 500mm 2:215338 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_fM,混凝土 - 矩形 - 柱:500 x 500mm 2:215214 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_fu,混凝土 - 矩形 - 柱:500 x 500mm 2:215168 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_g6,混凝土 - 矩形 - 柱:500 x 500mm 2:215166 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_gh,混凝土 - 矩形 - 柱:500 x 500mm 2:215123 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_gf,混凝土 - 矩形 - 柱:500 x 500mm 2:215121 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_Jw,混凝土 - 矩形 - 柱:500 x 500mm 2:214530 (IfcColumn),53:12.2
28,柱,建筑物构件,0gKFhH4357pRQxVB7vb_0Y,混凝土 - 矩形 - 柱:500 x 500mm 2:213722 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQP,混凝土 - 矩形 - 柱:500 x 500mm 2:217643 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQR,混凝土 - 矩形 - 柱:500 x 500mm 2:217641 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQL,混凝土 - 矩形 - 柱:500 x 500mm 2:217639 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQN,混凝土 - 矩形 - 柱:500 x 500mm 2:217637 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQH,混凝土 - 矩形 - 柱:500 x 500mm 2:217635 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQJ,混凝土 - 矩形 - 柱:500 x 500mm 2:217633 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQj,混凝土 - 矩形 - 柱:500 x 500mm 2:217631 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQl,混凝土 - 矩形 - 柱:500 x 500mm 2:217629 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQf,混凝土 - 矩形 - 柱:500 x 500mm 2:217627 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQh,混凝土 - 矩形 - 柱:500 x 500mm 2:217625 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQb,混凝土 - 矩形 - 柱:500 x 500mm 2:217623 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQd,混凝土 - 矩形 - 柱:500 x 500mm 2:217621 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIQX,混凝土 - 矩形 - 柱:500 x 500mm 2:217619 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILU,混凝土 - 矩形 - 柱:500 x 500mm 2:217580 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILO,混凝土 - 矩形 - 柱:500 x 500mm 2:217578 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILQ,混凝土 - 矩形 - 柱:500 x 500mm 2:217576 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILK,混凝土 - 矩形 - 柱:500 x 500mm 2:217574 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILM,混凝土 - 矩形 - 柱:500 x 500mm 2:217572 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILG,混凝土 - 矩形 - 柱:500 x 500mm 2:217570 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILI,混凝土 - 矩形 - 柱:500 x 500mm 2:217568 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILi,混凝土 - 矩形 - 柱:500 x 500mm 2:217566 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILk,混凝土 - 矩形 - 柱:500 x 500mm 2:217564 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILe,混凝土 - 矩形 - 柱:500 x 500mm 2:217562 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILg,混凝土 - 矩形 - 柱:500 x 500mm 2:217560 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILa,混凝土 - 矩形 - 柱:500 x 500mm 2:217558 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKILc,混凝土 - 矩形 - 柱:500 x 500mm 2:217556 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKV,混凝土 - 矩形 - 柱:500 x 500mm 2:217517 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKP,混凝土 - 矩形 - 柱:500 x 500mm 2:217515 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKR,混凝土 - 矩形 - 柱:500 x 500mm 2:217513 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKL,混凝土 - 矩形 - 柱:500 x 500mm 2:217511 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKN,混凝土 - 矩形 - 柱:500 x 500mm 2:217509 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKH,混凝土 - 矩形 - 柱:500 x 500mm 2:217507 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKJ,混凝土 - 矩形 - 柱:500 x 500mm 2:217505 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKj,混凝土 - 矩形 - 柱:500 x 500mm 2:217503 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKf,混凝土 - 矩形 - 柱:500 x 500mm 2:217499 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKh,混凝土 - 矩形 - 柱:500 x 500mm 2:217497 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKb,混凝土 - 矩形 - 柱:500 x 500mm 2:217495 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIKd,混凝土 - 矩形 - 柱:500 x 500mm 2:217493 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIN2,混凝土 - 矩形 - 柱:500 x 500mm 2:217456 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINS,混凝土 - 矩形 - 柱:500 x 500mm 2:217454 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINU,混凝土 - 矩形 - 柱:500 x 500mm 2:217452 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINO,混凝土 - 矩形 - 柱:500 x 500mm 2:217450 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINQ,混凝土 - 矩形 - 柱:500 x 500mm 2:217448 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINK,混凝土 - 矩形 - 柱:500 x 500mm 2:217446 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINM,混凝土 - 矩形 - 柱:500 x 500mm 2:217444 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKING,混凝土 - 矩形 - 柱:500 x 500mm 2:217442 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINI,混凝土 - 矩形 - 柱:500 x 500mm 2:217440 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINi,混凝土 - 矩形 - 柱:500 x 500mm 2:217438 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINk,混凝土 - 矩形 - 柱:500 x 500mm 2:217436 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINe,混凝土 - 矩形 - 柱:500 x 500mm 2:217434 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKINg,混凝土 - 矩形 - 柱:500 x 500mm 2:217432 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIM3,混凝土 - 矩形 - 柱:500 x 500mm 2:217393 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMT,混凝土 - 矩形 - 柱:500 x 500mm 2:217391 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMV,混凝土 - 矩形 - 柱:500 x 500mm 2:217389 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMP,混凝土 - 矩形 - 柱:500 x 500mm 2:217387 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMR,混凝土 - 矩形 - 柱:500 x 500mm 2:217385 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIML,混凝土 - 矩形 - 柱:500 x 500mm 2:217383 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMN,混凝土 - 矩形 - 柱:500 x 500mm 2:217381 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMH,混凝土 - 矩形 - 柱:500 x 500mm 2:217379 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMJ,混凝土 - 矩形 - 柱:500 x 500mm 2:217377 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMj,混凝土 - 矩形 - 柱:500 x 500mm 2:217375 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMl,混凝土 - 矩形 - 柱:500 x 500mm 2:217373 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMf,混凝土 - 矩形 - 柱:500 x 500mm 2:217371 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIMh,混凝土 - 矩形 - 柱:500 x 500mm 2:217369 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIH0,混凝土 - 矩形 - 柱:500 x 500mm 2:217330 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIH2,混凝土 - 矩形 - 柱:500 x 500mm 2:217328 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHS,混凝土 - 矩形 - 柱:500 x 500mm 2:217326 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHU,混凝土 - 矩形 - 柱:500 x 500mm 2:217324 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHO,混凝土 - 矩形 - 柱:500 x 500mm 2:217322 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHQ,混凝土 - 矩形 - 柱:500 x 500mm 2:217320 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHK,混凝土 - 矩形 - 柱:500 x 500mm 2:217318 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHM,混凝土 - 矩形 - 柱:500 x 500mm 2:217316 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHG,混凝土 - 矩形 - 柱:500 x 500mm 2:217314 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHI,混凝土 - 矩形 - 柱:500 x 500mm 2:217312 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHi,混凝土 - 矩形 - 柱:500 x 500mm 2:217310 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHk,混凝土 - 矩形 - 柱:500 x 500mm 2:217308 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIHe,混凝土 - 矩形 - 柱:500 x 500mm 2:217306 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIG1,混凝土 - 矩形 - 柱:500 x 500mm 2:217267 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIG3,混凝土 - 矩形 - 柱:500 x 500mm 2:217265 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGT,混凝土 - 矩形 - 柱:500 x 500mm 2:217263 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGV,混凝土 - 矩形 - 柱:500 x 500mm 2:217261 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGP,混凝土 - 矩形 - 柱:500 x 500mm 2:217259 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGR,混凝土 - 矩形 - 柱:500 x 500mm 2:217257 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGL,混凝土 - 矩形 - 柱:500 x 500mm 2:217255 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGN,混凝土 - 矩形 - 柱:500 x 500mm 2:217253 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGH,混凝土 - 矩形 - 柱:500 x 500mm 2:217251 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGJ,混凝土 - 矩形 - 柱:500 x 500mm 2:217249 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIGj,混凝土 - 矩形 - 柱:500 x 500mm 2:217247 (IfcColumn),53:12.2
28,柱,建筑物构件,2TJvWVuN51mepwyN3rKIIP,混凝土 - 矩形 - 柱:500 x 500mm 2:217131 (IfcColumn),
29,厂房,建筑物,2OibT2UMLBYgfonVRELIuz,(IfcBuilding),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1k0,热轧H型钢:HW400x400x13x21:219077 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1lz,热轧H型钢:HW400x400x13x21:219064 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1lY,热轧H型钢:HW400x400x13x21:219047 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1lJ,热轧H型钢:HW400x400x13x21:219030 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1l0,热轧H型钢:HW400x400x13x21:219013 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1in,热轧H型钢:HW400x400x13x21:218996 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1j_,热轧H型钢:HW400x400x13x21:218939 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1jz,热轧H型钢:HW400x400x13x21:218936 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1jj,热轧H型钢:HW400x400x13x21:218920 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1jW,热轧H型钢:HW400x400x13x21:218917 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1jC,热轧H型钢:HW400x400x13x21:218889 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1gU,热轧H型钢:HW400x400x13x21:218843 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1gK,热轧H型钢:HW400x400x13x21:218833 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1g0,热轧H型钢:HW400x400x13x21:218821 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1hy,热轧H型钢:HW400x400x13x21:218809 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1he,热轧H型钢:HW400x400x13x21:218797 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1ha,热轧H型钢:HW400x400x13x21:218785 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1en,热轧H型钢:HW400x400x13x21:218740 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1ej,热轧H型钢:HW400x400x13x21:218728 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1eP,热轧H型钢:HW400x400x13x21:218716 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1eL,热轧H型钢:HW400x400x13x21:218704 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1e3,热轧H型钢:HW400x400x13x21:218694 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1cm,热轧H型钢:HW400x400x13x21:218613 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1dr,热轧H型钢:HW400x400x13x21:218544 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1av,热轧H型钢:HW400x400x13x21:218492 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1at,热轧H型钢:HW400x400x13x21:218482 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1aZ,热轧H型钢:HW400x400x13x21:218470 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1aP,热轧H型钢:HW400x400x13x21:218460 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1aH,热轧H型钢:HW400x400x13x21:218452 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1aF,热轧H型钢:HW400x400x13x21:218442 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1a5,热轧H型钢:HW400x400x13x21:218432 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1bn,热轧H型钢:HW400x400x13x21:218420 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1bX,热轧H型钢:HW400x400x13x21:218404 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1bV,热轧H型钢:HW400x400x13x21:218394 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1bL,热轧H型钢:HW400x400x13x21:218384 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1b7,热轧H型钢:HW400x400x13x21:218370 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1YD,热轧H型钢:HW400x400x13x21:218312 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1Zx,热轧H型钢:HW400x400x13x21:218302 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1Zt,热轧H型钢:HW400x400x13x21:218290 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1ZZ,热轧H型钢:HW400x400x13x21:218278 (IfcBeam),53:12.2
29,梁,建筑物构件,0BQfC5xMrD0RyTBtqcy1ZT,热轧H型钢:HW400x400x13x21:218264 (IfcBeam),53:12.2
